,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,25.83457198,9.508022367,31.22142105,34.74876407,40.30244069,20.05913492,35.89724622,15.87410565,31.83731475,11.56918225,20.86747592,8.674987339,0.0,26.64038865,28.49871025,52.13571621,25.0144043,28.60232004,49.46796695,42.70251629,14.49254361,34.37725511,50.28665363,47.555818,48.86581696,45.78100103,41.67771463,49.58296909,46.76206263,49.30223849,33.09515946,31.45776364,52.01896484,36.5499256,38.35488356,44.81754321,46.79588748,53.85457225,52.3137348,50.27132659,53.83922891,40.09723237,54.24578847,48.38997285,55.16379105,41.46468331,26.67806508,44.26289513,46.14092963,55.56585889,49.15372199,38.37909694,47.67937659,47.09445645,44.68109157
1,1.039364305,0.927604534,27.20831726,31.62416369,52.37811419,52.55061961,50.12467654,37.39782282,39.02512557,39.909465,54.22375463,48.56121582,50.27132659,9.518190042,35.32665147,39.94694428,41.29698409,47.02427089,51.07128287,52.01896484,35.72058232,47.94242943,48.06786456,35.04870846,49.46796695,45.92980056,28.59018557,38.72175402,46.36906778,47.13760632,53.83922891,50.13634297,52.58811564,52.3137348,48.38997285,37.52076416,53.85457225,21.54675104,55.56585889,41.60266431,55.16379105,36.64285561,52.24472601,47.11942721,45.20399384,34.96627405,48.00212967,44.68109157,47.10591975,43.02832469,49.15372199,39.57783871,16.81589184,47.42870408,44.71241275
2,13.23389373,38.72175402,38.14083048,10.75855339,3.280980517,31.26129694,34.77458228,40.60161129,32.07542073,38.11608188,33.92093167,39.89366621,27.36893381,39.20587876,38.20471013,52.55061961,38.35488356,39.35320613,38.5374711,38.03109863,34.96627405,44.03844861,47.94242943,49.51819322,45.92980056,23.78240992,48.49744103,49.15372199,35.88987774,40.09723237,46.74711139,36.61548208,52.01896484,21.54675104,38.46400948,51.07128287,54.22375463,46.79588748,53.85457225,50.27132659,35.72058232,48.06786456,50.12467654,52.37811419,55.16379105,34.28672739,28.68684159,35.04870846,47.67937659,55.56585889,52.58811564,44.71241275,52.24472601,47.09445645,44.68109157
3,12.90070345,2.565604497,17.78386933,48.00212967,49.46796695,48.56121582,50.12467654,35.66483427,40.30244069,31.83731475,53.83922891,19.60839775,52.3137348,44.71241275,50.27132659,26.05284451,54.22375463,52.01896484,11.85943612,46.14092963,51.39708789,35.72058232,47.02427089,48.4805474,53.85457225,37.52076416,41.59326244,39.20587876,50.13634297,55.16379105,41.46468331,34.91231211,36.5598853,27.36893381,33.91258635,46.79588748,48.06786456,47.09764929,34.60429695,43.02832469,39.57783871,16.81589184,43.73298112,49.30223849,36.4250561,46.36906778,40.27113975,23.06691402,47.13760632,46.24961136,35.04870846,36.28377215,52.37811419,43.56818344,47.10591975
4,9.062775444,25.8434488,2.505489323,2.97486192,52.49415636,14.51047679,45.90521481,48.69500261,51.11682644,36.629676,46.76206263,46.14092963,47.67937659,55.16379105,41.71330917,52.67302388,50.27132659,48.38997285,55.56585889,39.56647024,48.86581696,47.11942721,47.09445645,24.45376754,45.20399384,51.75674767,47.42870408,43.94123378,45.77926691,43.02832469,46.6599306,44.04700483,36.64285561,45.90687609,44.68109157,52.3137348,46.36906778,49.46796695,42.68462411,42.68363634,50.13634297,19.60839775,54.24578847,44.03901684,47.13760632,47.09764929,52.58811564,26.67806508,52.24472601,49.30223849,41.13226409,52.37811419,48.00212967,39.35756061,47.10591975
5,0.701552228,25.83457198,15.46929664,39.909465,27.25583167,38.11608188,34.52065187,34.91039433,36.80129147,41.26140824,33.03637259,39.20587876,50.13634297,42.68462411,43.02832469,51.39708789,43.73298112,50.27132659,49.46796695,46.24961136,52.01896484,36.5598853,52.3137348,55.16379105,33.82793233,53.85457225,52.58811564,44.04700483,48.38997285,48.00212967,28.68684159,37.52076416,44.78270058,47.13760632,47.10591975,53.83922891,39.57783871,46.14092963,45.90687609,44.03901684,47.02427089,40.13524468,46.36906778,47.09445645,48.69500261,40.09723237,55.56585889,23.06691402,52.49415636,44.68109157,48.86581696,47.67937659,52.24472601,47.11942721,43.94123378
6,33.27025402,1.71151259,47.94242943,35.80552258,27.25583167,31.76101887,9.302544665,52.55061961,23.78240992,42.81292825,54.22375463,34.77458228,35.9238924,1.785587557,52.37811419,46.74711139,51.07128287,52.01896484,48.06786456,50.12467654,39.94694428,53.85457225,45.92980056,38.72175402,38.11608188,36.61548208,41.59326244,49.15372199,38.59563351,55.16379105,28.68684159,50.27132659,55.56585889,39.56647024,43.02832469,51.75674767,52.24472601,47.09445645,41.55598689,45.20399384,46.25838016,48.00212967,33.82793233,52.49415636,42.68462411,53.59986981,38.37909694,48.86581696,36.64285561,45.77926691,7.782359234,36.56526068,49.58296909,46.14092963,36.629676
7,7.259820865,46.25838016,8.674987339,0.70766924,46.24961136,40.13524468,51.75674767,40.40712226,35.39709887,37.37794419,7.782359234,53.59986981,45.08048043,49.58296909,44.03901684,50.28665363,38.35488356,50.27132659,42.25144884,41.26140824,52.01896484,40.09723237,23.06691402,49.46796695,41.55598689,51.07128287,34.91231211,36.5598853,52.3137348,33.82793233,54.22375463,50.13634297,19.60839775,44.71241275,39.35756061,46.74711139,46.79588748,48.06786456,36.56526068,50.12467654,40.44190447,40.07198822,48.4805474,53.85457225,52.67302388,36.61548208,52.58811564,48.86581696,48.38997285,55.16379105,47.09764929,48.00212967,47.13760632,47.10591975,43.02832469
8,18.46507819,12.69227905,25.83457198,43.74297776,10.5253011,44.03844861,52.55061961,45.92980056,28.39895545,41.13226409,34.30918762,47.94242943,48.49744103,49.15372199,52.37811419,49.51819322,34.89766998,40.60161129,50.86308576,55.56585889,47.67937659,36.64285561,52.24472601,45.20399384,39.35756061,34.65614692,45.77926691,47.10591975,41.60266431,43.02832469,7.949590254,52.67302388,47.09445645,47.13760632,46.24961136,51.75674767,55.16379105,43.94123378,44.68109157,40.21154517,53.85457225,50.27132659,48.38997285,48.00212967,39.56647024,53.59986981,52.01896484,46.14092963,45.90687609,23.06691402,34.80628557,46.74711139,40.44190447,36.61548208,40.07198822
9,2.038853369,3.468901589,35.72058232,53.83922891,29.62604669,51.39708789,52.01896484,11.85943612,36.5598853,52.3137348,34.91231211,40.13524468,27.36893381,50.13634297,50.27132659,18.97417112,18.74350865,47.02427089,41.46468331,40.09723237,41.29698409,20.96272395,33.22033214,21.54675104,44.03901684,37.21381762,54.22375463,46.14092963,42.68462411,43.82916168,46.74711139,48.4805474,39.35320613,50.12467654,41.26140824,53.59986981,44.81754321,37.31441052,45.87563784,42.25144884,50.28665363,40.44190447,38.14083048,51.75674767,46.76206263,48.06786456,49.58296909,47.5989822,47.29404915,41.71330917,43.87448476,55.16379105,35.6149447,37.62624076,37.90012178
