,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,62.16368477,67.28395541,19.33424545,37.1696242,49.62220517,1.372286353,68.29340203,59.16896654,75.03674068,74.23518284,71.5462211,79.06108402,75.71719698,79.76639273,71.82751675,79.45834404,78.10978605,72.70979963,80.5818059,75.97219172,79.8902752,80.78664078,73.16269955,33.69627508,75.06056887,79.73976585,74.23566846,69.13479769,71.83207772,73.57415684,64.99704829,74.21032846,82.71053034,83.29437838,10.37235966,72.38342011,52.90774845,84.89551287,81.15116736,76.98654081,79.44483195,79.26160687,79.63886176,75.59377488,74.44046437,79.05542624,68.84449525,85.89473594,74.16554821,83.05466982,81.22830675,80.68492948,80.71099803,82.63071562,72.8478499
1,4.228381568,9.606838288,5.761815995,25.83582864,79.63886176,79.05542624,79.26160687,67.19184926,81.02094948,67.19924832,3.893641215,83.09647392,80.58281911,81.15116736,80.13587028,73.2728017,79.87241595,77.85802389,12.68915479,77.78682066,83.3036144,73.31932313,69.07936453,30.76250124,60.28741502,74.23566846,73.06292012,27.04861196,70.00785114,58.99233401,75.31115449,70.22907456,80.39591728,66.1081674,59.7575144,81.56943098,49.40490981,82.46360414,80.68492948,82.63071562,59.96800012,83.14947865,72.1822742,78.46972259,83.05466982,66.02401389,79.45834404,69.25619095,71.55294754,82.84063003,28.39231834,68.29340203,61.80395318,79.06108402,79.07623711
2,36.54381967,69.25619095,74.97052076,16.97838607,7.957289224,9.293896224,73.06292012,28.74353219,71.55294754,59.10146589,79.05542624,68.26027768,72.6088082,61.04819615,75.03674068,75.31115449,79.45834404,80.68492948,69.07936453,70.7141131,57.85208433,68.29340203,83.14947865,74.39518038,69.84952946,72.1822742,12.30029297,61.80395318,63.12102891,70.85918563,74.23566846,80.39591728,28.13311375,74.21032846,74.1058241,83.09647392,82.46360414,24.59821074,73.31932313,55.23935567,78.80108905,83.3036144,77.85802389,73.85492194,79.8902752,72.84831426,79.73976585,9.636653904,75.29152855,70.19925962,57.45048731,81.22830675,71.70514407,66.1081674,79.26160687
3,0.0,18.8690087,19.25650723,78.46972259,60.28741502,73.85492194,80.13587028,67.48065191,79.07623711,82.63071562,3.135484875,83.09647392,70.00785114,79.26160687,78.10978605,77.85802389,74.23566846,80.39591728,58.95423439,79.18190676,79.87241595,83.29437838,70.2716235,79.19714754,72.8478499,52.90774845,75.29152855,81.15116736,78.50560016,80.5818059,66.86881109,73.16269955,74.44046437,65.94190973,33.69627508,73.31932313,69.07936453,82.71053034,80.71099803,77.78682066,80.78664078,85.89473594,72.70979963,71.83207772,74.59845802,57.85208433,84.89551287,72.46627889,76.98654081,69.71995068,80.90409924,79.44483195,75.59377488,79.76639273,74.90352783
4,7.120028255,1.117675591,4.08442672,0.9560868,79.19714754,80.71099803,50.86354716,74.44046437,80.5818059,14.17510686,79.8902752,79.44483195,82.71053034,80.78664078,69.61841713,72.38342011,79.73976585,84.89551287,85.89473594,72.70979963,0.646778821,57.85208433,68.1907703,33.47151562,67.99152053,78.10978605,79.76639273,75.06056887,73.57415684,75.02467082,82.63071562,75.59377488,73.16269955,76.98654081,75.97219172,74.23566846,79.26160687,69.13479769,72.8478499,74.90352783,75.03674068,74.21032846,81.15116736,70.2716235,67.52036403,79.87241595,74.97052076,83.29437838,74.16554821,60.28741502,78.80108905,83.09647392,52.90774845,16.32124134,79.06108402
5,9.228754169,62.16368477,50.58160419,59.48668549,61.83593039,70.86219062,67.02083729,49.88008869,64.24487271,57.87416713,70.96873006,66.44951759,80.90409924,84.89551287,72.46627889,0.646778821,86.59757822,68.84449525,61.87528527,67.99152053,70.54955286,78.80108905,83.09647392,69.07936453,74.44046437,33.71090461,79.05542624,24.59821074,73.31932313,79.26160687,73.06292012,69.25619095,79.44483195,85.89473594,79.63886176,57.85208433,82.71053034,80.71099803,83.05466982,65.42133393,80.78664078,79.06108402,82.63071562,83.93941968,76.98654081,78.10978605,78.46972259,82.84063003,79.19714754,72.8478499,81.02094948,81.47790375,79.07623711,80.5818059,71.82751675
6,0.649110542,12.51112995,79.05542624,57.33300234,61.83593039,42.32124218,80.58281911,79.45834404,80.68492948,83.05466982,77.66498135,72.1822742,81.47790375,82.84063003,83.93941968,75.31115449,81.02094948,71.5462211,79.06108402,76.22505116,52.43953497,79.63886176,76.98654081,33.47151562,73.08177999,74.39518038,82.63071562,65.19833527,68.3339655,74.90352783,80.39591728,80.9780499,78.10978605,78.46972259,79.19714754,59.96800012,83.09647392,74.23566846,75.29152855,68.1907703,83.3036144,77.85802389,80.13587028,79.26160687,74.44046437,71.55294754,80.71099803,70.00785114,79.07623711,65.94190973,81.22830675,82.46360414,69.07936453,85.89473594,73.39202626
7,0.0,84.89551287,10.22354965,0.602410789,72.13959481,86.59757822,61.87528527,67.99152053,68.71737558,71.48272249,0.646778821,70.86219062,78.80108905,69.07936453,71.55294754,83.09647392,73.06292012,70.19925962,71.70514407,69.58481273,77.85802389,79.05542624,24.59821074,73.31932313,79.26160687,81.56943098,70.54955286,74.23566846,79.44483195,79.63886176,72.38342011,80.39591728,68.26027768,39.55034963,77.57371189,59.96800012,57.85208433,83.3036144,80.68492948,82.63071562,79.45834404,83.14947865,70.00785114,79.07623711,83.05466982,68.29340203,82.46360414,79.06108402,82.84063003,83.93941968,28.39231834,73.85492194,72.1822742,76.98654081,72.8478499
8,2.841459947,0.72962294,62.16368477,26.75645727,10.37235966,50.04747607,72.38342011,67.02083729,15.67304028,54.39040243,86.59757822,57.85208433,50.28049867,74.1058241,74.97052076,70.86219062,69.25619095,69.07936453,74.21032846,71.55294754,78.80108905,83.09647392,79.05542624,28.83921229,70.85918563,83.3036144,74.23566846,79.45834404,73.06292012,73.31932313,77.85802389,75.31115449,82.46360414,83.14947865,75.03674068,80.39591728,72.1822742,80.68492948,61.80395318,67.14890203,68.29340203,73.85492194,24.59821074,67.97015702,70.19925962,79.73976585,70.22907456,1.023181291,70.7141131,57.74229286,0.646778821,1.117675591,84.89551287,79.26160687,79.07623711
9,1.112658983,5.429390182,64.27233548,77.85802389,14.7618925,73.2728017,83.09647392,80.58281911,61.04819615,57.19204969,79.87241595,75.31115449,79.05542624,24.59821074,81.02094948,3.012114112,83.3036144,73.31932313,79.26160687,79.63886176,33.71090461,74.23566846,28.13311375,81.15116736,70.00785114,26.75645727,77.66498135,72.1822742,83.29437838,74.44046437,78.80108905,52.90774845,70.22907456,79.06108402,74.16554821,79.44483195,80.78664078,78.50560016,78.10978605,81.47790375,74.75498754,80.71099803,71.5462211,83.93941968,80.5818059,82.71053034,82.63071562,83.05466982,76.22505116,79.19714754,84.89551287,85.89473594,78.46972259,72.70979963,73.57415684
